"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Ghana Water Company Limited","MD0064 V.10/114","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","25th April, 2016","20th June, 2016","Ghana Cedi","Gh¢3587217.34","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064 V.10/28","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th December, 2015","13th February, 2016","Ghana Cedi","Gh¢352053.50","G&J TECHNICAL SERVICES LTD","","ACCRA","","-"
"Ghana Water Company Limited","MD00644 V.10/23","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2015","06th January, 2016","Ghana Cedi","Gh¢56767.24","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064VOL.8/94","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","10th February, 2015","17th February, 2015","Ghana Cedi","Gh¢389578.92","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.10/21","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2015","06th January, 2016","Ghana Cedi","Gh¢143400.00","A.J.I TRADING AND CONSTRUCTION LTD","","P.O BOX 577 NUNGUA- ACCRA","","-"
"Ghana Water Company Limited","MD 0064V.10/2","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd September, 2015","02nd December, 2015","Ghana Cedi","Gh¢420100.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064V.10/102","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","20th April, 2016","15th June, 2016","Ghana Cedi","Gh¢371642.88","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.10/56","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th February, 2016","05th April, 2016","Ghana Cedi","Gh¢198790.00","JIM PASS ENTERPRISE","","P.OBOX 1574-KUMASI","","-"
"Ghana Water Company Limited","MD 0064V.10/25","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th December, 2015","13th February, 2016","Ghana Cedi","Gh¢141900.00","THE HUMBLE COMPANY LIMITED","","P.O. BOX GP4109, ACCRA","","-"
"Ghana Water Company Limited","MD411/V.13/140","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd February, 2016","21st March, 2016","Ghana Cedi","Gh¢418460.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064V.9/75","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","16th June, 2015","21st June, 2015","Ghana Cedi","Gh¢797515.62","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064V.9/114","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th July, 2015","26th August, 2015","Ghana Cedi","Gh¢367984.88","RAZIE-KEYSAC ENTERPRISEIKO","","P.O BOX RY 616, KUMASI","","-"
"Ghana Water Company Limited","MD OO64 V.10/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd September, 2015","06th December, 2015","Ghana Cedi","Gh¢846494.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064 V.10/53","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th February, 2015","23rd February, 2015","Ghana Cedi","Gh¢198160.50","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Urban Water Limited","MD 411 V.13/188","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","03rd May, 2016","10th May, 2016","Ghana Cedi","Gh¢51040.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064V.10/32","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","17th December, 2015","16th February, 2016","Ghana Cedi","Gh¢249520.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064 V.10/127","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th April, 2016","19th August, 2016","Ghana Cedi","Gh¢235500.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064 V.10/103","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st April, 2016","24th April, 2016","Ghana Cedi","Gh¢39660.44","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064V.10/110","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","25th April, 2016","27th June, 2016","Ghana Cedi","Gh¢551852.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064V.9/47","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","21st May, 2015","21st September, 2015","Ghana Cedi","Gh¢991935.00","BONNY-HANS COMPLEX LTD","","P.O.BOX JT 179,ACCRA","","-"
"Ghana Water Company Limited","MD 0064 V.9/139","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","20th August, 2015","20th August, 2015","Ghana Cedi","Gh¢2200.00","XENON IMPEX LTD/NACHRIS COMPANY LTD","","PLOT NO.29A, INDUSTRIAL AREA-TEMA","","-"
"Ghana Water Company Limited","MD 0064 V.10/60","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th February, 2016","10th March, 2016","Ghana Cedi","Gh¢135870.00","PORTMAS COMPANY LTD","","P.O BOX 8113 ACCRA-NORTH","","-"
"Ghana Water Company Limited","MD 0064V.10/15","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd September, 2015","18th November, 2015","Ghana Cedi","Gh¢2999745.36","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Aids Commission","GAC/GF/CVM/01/16","-","Restricted Tender","1","","ETC/PPA","72 (5)(a) -Sole Eligible Consultant","12th December, 2016","28th April, 2017","Ghana Cedi","Gh¢80000.00","Accra Technical Training Centre","","Box MB 177 Accra-Ghana","","-"
"Ghana Water Company Limited","MD 0064 V.9/115","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st July, 2015","28th August, 2015","Ghana Cedi","Gh¢54893.98","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064 V.9/41","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","-","-","Ghana Cedi","Gh¢89713.00","Romairco Trading Enterprise","","","","-"
"Ghana Water Company Limited","MD0064 V.10/70","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","14th March, 2016","01st April, 2016","Ghana Cedi","Gh¢410578.12","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.9/54","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","26th May, 2015","04th August, 2015","Ghana Cedi","Gh¢108300.00","CG DRIVER & AUTOMATION, MORSAREGATION","","P.O BOX 22525,SE-250 24 HELSWGROST,SWEDEN","","-"
"Ghana Water Company Limited","MD0064 V.9/112","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","28th July, 2015","25th August, 2015","Ghana Cedi","Gh¢89248.41","VODAFONE GHANA","","ACCRA-NORTH","","-"
"Ghana Water Company Limited","MD0064 V.9/100","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","15th July, 2015","12th August, 2015","Ghana Cedi","Gh¢264991.88","DIZENGOFF GHANA LTD","","P.O.BOX 3403,ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.10/123","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th April, 2016","22nd July, 2016","Ghana Cedi","Gh¢3175360.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Urban Water Limited","MDOO64 VOL.8/75","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","12th January, 2015","12th January, 2015","Ghana Cedi","Gh¢75250.00","CFAO GHANA LTD.","","Post Office Box GP70 Accra","","-"
"Ghana Water Company Limited","MD0064 V.9/48","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","-","-","Ghana Cedi","Gh¢969880.38","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064 V.9/117","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st July, 2015","23rd October, 2015","Ghana Cedi","Gh¢442895.40","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD0064 V.9/51","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","22nd May, 2015","31st July, 2015","Ghana Cedi","Gh¢32522.74","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD0064 V.9/91","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","30th June, 2015","18th July, 2015","Ghana Cedi","Gh¢684.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD0064 V.8/78","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","19th January, 2015","22nd January, 2015","Ghana Cedi","Gh¢312138.00","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064 V.9/40","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th May, 2015","20th July, 2015","Ghana Cedi","Gh¢72450.00","Ako Engineering Limited","","P. O. Box CT 3871 Cantonments Accra","","-"
"Ghana Water Company Limited","MD 0064 V.9/32 AND MD0064 V.9/23","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","12th May, 2015","Ghana Cedi","Gh¢391086.24","Intermerc Ghana Limited","","P. O. Box 9429","","-"
"Ghana Water Company Limited","MD 0064 V.10/145","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","07th June, 2016","02nd August, 2016","Ghana Cedi","Gh¢192561.52","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.10/145","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","07th June, 2016","02nd August, 2016","Ghana Cedi","Gh¢192561.52","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.10/145","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","07th June, 2016","02nd August, 2016","Ghana Cedi","Gh¢192561.52","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064 VOL.8/84","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","29th January, 2015","09th April, 2015","Ghana Cedi","Gh¢695296.13","JUAL GROUP GHANA LTD","","P.O. BOX NT 97,NEWTOWN-ACCRA                                     TEL;0244933285","","-"
"Ghana Water Company Limited","MD 0064V.9/108","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","28th July, 2015","25th August, 2015","Ghana Cedi","Gh¢1039557.76","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD 0064 V.9/107","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","28th July, 2015","22nd September, 2015","Ghana Cedi","Gh¢247175.28","JIM PASS ENTERPRISE","","P.OBOX 1574-KUMASI","","-"
"Ghana Water Company Limited","MD0064 V.9/14","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","21st April, 2015","Ghana Cedi","Gh¢116500.00","A.J.I TRADING AND CONSTRUCTION LTD","","P.O BOX 577 NUNGUA- ACCRA","","-"
"Ghana Water Company Limited","MD 0064V.10/3","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","23rd September, 2015","02nd October, 2015","Ghana Cedi","Gh¢394750.00","THE HUMBLE COMPANY LIMITED","","P.O. BOX GP4109, ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.10/52","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th February, 2016","19th April, 2016","Ghana Cedi","Gh¢996.00","BONNY-HANS COMPLEX LTD","","P.O.BOX JT 179,ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.10/52","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","09th February, 2016","19th April, 2016","Ghana Cedi","Gh¢996.00","BONNY-HANS COMPLEX LTD","","P.O.BOX JT 179,ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.9/118","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","31st July, 2015","04th September, 2015","Ghana Cedi","Gh¢53463.14","CLEANERTH SCIENTIFIC","","P.O.BOX AN 5607,ACCRA-NORTH","","-"
"Ghana Water Company Limited","MD0064 V.9/20","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","16th April, 2015","03rd September, 2015","Ghana Cedi","Gh¢98990.00","JIMP ASS ENTERPRISE","","P.O.BOX 1574, NUNGUA-ACCRA","","-"
"Ghana Water Company Limited","MD0064VOL.8/84","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th January, 2014","05th March, 2014","Ghana Cedi","Gh¢60253.60","DENY'S NV","","P.O.BOX KIA 30572,ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.9/12","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st March, 2015","07th April, 2015","Ghana Cedi","Gh¢77147.96","Razie-Keysac Enterprise","","P. O. Box R7, 616","","-"
"Ghana Water Company Limited","MD0064 VOL.8/89","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","29th January, 2015","05th March, 2015","Ghana Cedi","Gh¢48602.00","DENY'S NV","","P.O.BOX KIA 30572,ACCRA","","-"
"Ghana Water Company Limited","MD0064 V.9/53","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","22nd May, 2015","19th June, 2015","Ghana Cedi","Gh¢48000.00","NANNA INSTRUMENT","","P.O.BOX MP189, MAMPROBI-ACCRA","","-"
"Ghana Water Company Limited","MLGRD/GSWP/G2-G5/006","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","02nd September, 2016","06th March, 2017","Ghana Cedi","Gh¢360.00","M/S DEVTPLAN CONSULT","","ADENTA SSNIT FLAT 212 LANE DWAAHE STREET","","-"
"Ghana Water Company Limited","MLGRD/GSWP/C2-CS/001","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","02nd September, 2016","20th January, 2017","Ghana Cedi","Gh¢480000.00","COLAN CONSULT","","P. O. BOX CT 1513 CANTONMENTS ACCRA","","-"
"Ghana Water Company Limited","MLGRD/GSWP/C2-CS/006","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","02nd September, 2016","20th January, 2017","Ghana Cedi","Gh¢360000.00","DEVTPLAN CONSULT","","ADENTA SSNIT FLATS ACCRA","","-"
"Ghana Water Company Limited","MLGRD/GSWP/C2-CS/008","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","02nd September, 2016","20th March, 2017","Ghana Cedi","Gh¢360000.00","TRAINING RESEARCH AND NETWORKING FOR DEVELOPMENT","","P. O. BOX CT 6135 CANTONMENTS","","-"
"Ghana Water Company Limited","MLGRD/GSWP/C2-CS/007","-","Restricted Tender","1","","ETC/PPA","72 (5) (b) - Consultant / Emergency (40) (1) (b)","02nd September, 2016","20th March, 2017","Ghana Cedi","Gh¢360000.00","PROP","","P.O. BOX CT 1196 ACCRA","","-"
"Ministry of Health","MOH/2016/SS/B.1.1/01/C02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st October, 2016","31st March, 2017","USA Dollar","$95937.67","NAMARKA MODERN MEDICALS LTD","","KUMASI","","-"
"Ministry of Health","MOH/2016/SS/B.1.1/01/C01","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","31st October, 2016","31st March, 2017","USA Dollar","$128405.18","NAMARKA MODERN MEDICALS LTD","","KUMASI","","-"
"Ministry of Education","MOE/SEIP/SS/10/2016","-","Restricted Tender","1","","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","07th November, 2016","14th November, 2016","Ghana Cedi","Gh¢293714.75","MESSRS BILL+ ENTERPRISE","","P.O.BOX CT 2379","","-"
"Ghana Immigration Service","GR/GIS/GD/012/16","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","14th October, 2016","10th November, 2016","Ghana Cedi","Gh¢774000.00","CFAO Ghana Ltd","","P. O. Box GP70 Airport Bypass Road","","-"
"Ghana Immigration Service","GR/GIS/GD/012/16","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","14th October, 2016","19th December, 2016","Ghana Cedi","Gh¢460000.00","CFAO Ghana Ltd","","P. O. Box GP70 Airport Bypass Road","","-"
"Ghana Immigration Service","GR/GIS/GD/012/16","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","14th October, 2016","01st November, 2016","Ghana Cedi","Gh¢1083860.14","JAPAN MOTORS TRADING CO. LTD","","P.O. BOX AN 5216 ACCRA -NORTH","","-"
"Ghana Immigration Service","GR/GIS/GD/012/16","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","14th October, 2016","31st October, 2016","Ghana Cedi","Gh¢356850.33","Toyota Ghana Co. Ltd","","P. O. Box 1644, Accra","","-"
"Ghana Broadcasting Corporation","GR/GBC/GD/0001/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","16th September, 2016","31st December, 2016","Ghana Cedi","Gh¢146525.00","INNOLINK PRINT AND PACKAGING","","P.O.BOX KIA 30315 ACCRA-GHANA","","-"
"Ghana Airports Company Limited","GACL/MD/PROC/008/16/V.III","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","01st November, 2016","31st October, 2018","Ghana Cedi","Gh¢103824.00","ASSORTED","","","","-"
"Ghana Airports Company Limited","GACL/DOP/T2EXP/VOL5/02","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","20th December, 2016","31st December, 2018","USA Dollar","$16503568.00","AMANDI HOLDINGS LIMITED","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/0021/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)d - Standardization/Compatibility/Limited Size","07th September, 2016","10th October, 2016","Ghana Cedi","Gh¢383807.33","DENG LIMITED","","P.O.BOX AN 19996 ACCRA,GHANA","","-"
"Narcotics Control Commission","GR/NCB/RFQ/GD/16/005","-","Restricted Tender","1","","HEAD OF ENTITY","40 (1)d - Standardization/Compatibility/Limited Size","26th January, 2017","25th January, 2018","Ghana Cedi","Gh¢13868.40","TRUEDATA SYSTEMS AND NETWORK SERVICES LIMITED","","P. O. BOX DS 549 DANSOMAN  ACCRA","","-"
"National Identification Authority","NIA-R/PO/V1/185","-","Restricted Tender","1","","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","04th November, 2016","04th January, 2017","Ghana Cedi","Gh¢287011.14","Messrs MG Systems Ltd.","","P.O. Box CT 5985  Cantonments ‚Äì Accra Ghana.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/0045/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)b - Urgency","08th April, 2016","09th May, 2016","Ghana Cedi","Gh¢108000.00","TRIDOT LIMITED","","P.O.Box AN 5034, Accra.","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/0058/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","04th May, 2016","05th May, 2016","USA Dollar","$170842.00","Service First","","Post Office Box 122826 United Arab Emirates","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/0058/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th September, 2016","12th October, 2016","Ghana Cedi","Gh¢3080000.00","Neoplan Ghana Limited","","P.O.Box 4306, Kumasi","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/GD/60/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","08th April, 2016","09th August, 2016","USA Dollar","$12294.64","National Instruments Corporation","","P.O.Box 202262, Dallas,TX-USA","","-"
"Kwame Nkrumah University Of Science And Technology (KNUST)","AS/KNUST/0027/2016","-","Restricted Tender","1","","ETC/PPA","40 (1)a - Proprietary","11th February, 2016","12th May, 2016","Ghana Cedi","Gh¢190350.00","","","","","-"
