"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Office of the President","GR/OPM/GD/0003/2016/LOT2","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢25145.00","Ghana Publishing","","P.O.Box GP124,Accra","","-"
"Office of the President","GR/OPM/GD/0005/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢202893.13","Lonleg Co. Ltd","","P.O.Box 111,Ofankor Accra","","-"
"Office of the President","GR/OPM/GD/0014/2016/LOT 1","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢39000.00","Special Ice Co.Ltd","","P.O.Box 8952,Accra","","-"
"Office of the President","GR/OPM/GD/0014/2016/LOT 2","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢67646.00","Voltic Ghana Ltd","","P.O.Box PMB200,Accra North","","-"
"Office of the President","GR/OPM/GD/0008/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢247151.03","Sapholda Ventures","","P.O.Box2992 GPO,Accra","","-"
"Office of the President","GR/OPM/GD/0007/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢208298.12","Elsant  Agencies","","P.O.Box NT 154 Accra","","-"
"Office of the President","GR/OPM/GD/0012/2016","-","Single Sourced","1","","ETC/PPA","-","30th March, 2016","27th April, 2016","Ghana Cedi","Gh¢231387.15","Testrade Ventures","","P.O.Box 8688,Accra","","-"
"Office of the President","GR/OPM/GD/0006/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢358751.00","Faiz D.K. Enterprise","","PMB 12056,Tema","","-"
"Office of the President","GR/OPM/GD/0002/2016","-","Single Sourced","1","","ETC/PPA","-","31st March, 2016","27th April, 2016","Ghana Cedi","Gh¢112644.00","Bill+Enterprise","","Community 10 Tema","","-"
"Ministry of Roads and Highways","GR/MRH/WK/0010/2016","-","Single Sourced","1","","Entity Tender Committee","-","25th July, 2016","25th October, 2016","Ghana Cedi","Gh¢129079.50","MEMPHIS METROPOLITAN LIMITED","","P.O. BOX 303 MAMPROBI-ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/UPG/ASH/2016","-","Single Sourced","1","","ETC/PPA","-","10th August, 2016","08th July, 2018","Ghana Cedi","Gh¢14455042.70","COMET CONSTRUVTION CO. LTD","","P.O.BOX K.I.A 16392 AIRPORT-ACCRA","","-"
"Ghana Cocoa Board","GCB/CWD/RT/16/02","-","Single Sourced","1","","ETC/PPA","-","10th August, 2016","13th December, 2016","Ghana Cedi","Gh¢1035844.00","MAYBERT ENGINEERING COMPANY LTD","","PMB KWS KWABENYA, ACCRA","","-"
"Ghana Education Service","GES/WKS/GETFUND/01/15","-","Single Sourced","1","","ETC/PPA","-","15th June, 2016","15th June, 2017","Ghana Cedi","Gh¢1987291.00","Regent House ltd","","P.O.Box KN 5989, Accra","","-"
"Ghana Education Service","GR/GES/SC/GETFUND/15","-","Single Sourced","1","","ETC/PPA","-","10th June, 2016","10th July, 2017","Ghana Cedi","Gh¢96350.00","Construction Industry Consultants","","P.O.Box CT 320, Accra","","-"
"Ghana Cocoa Board","GCB/HO/PU/TD/NCT/2016/V.1/2","-","Single Sourced","1","","ETC/PPA","-","11th August, 2016","14th November, 2016","Ghana Cedi","Gh¢175000.00","HERCULES SCALES SERVICES LIMITED","","P.O.BOX NO. 668 SAKUMONO,ACCRA","","-"
"Ghana National Petroleum Corporation","GNPC/SCMD/PPA/03/2015/35","-","Single Sourced","1","","Entity Tender Committee","-","01st June, 2016","30th November, 2016","Ghana Cedi","Gh¢48647.95","EPP BOOKS SERVICES","","Box TF. 490,Trade Fair, La-Accra","","-"
"Ghana National Petroleum Corporation","GNPC/SCMD/PPA/03/2016/09","-","Single Sourced","1","","Entity Tender Committee","-","25th July, 2016","30th December, 2016","Ghana Cedi","Gh¢46209.92","Lightweight Kernel Systems Limited","","504, La - Olympia Accra","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GR","-","Single Sourced","1","","ETC/PPA","-","-","-","Ghana Cedi","Gh¢0.00","","","","","-"
"Ghana Education Service","GES/GETFUND/RT/01/16","-","Single Sourced","1","","ETC/PPA","-","24th August, 2016","23rd December, 2016","Ghana Cedi","Gh¢4797400.00","Japan Motors","","P.O.Box AN 5216 Accra-North","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/BAR/P5/2016/04","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","31st August, 2017","Ghana Cedi","Gh¢11310940.98","SAMES COMPANY LIMITED","","P.O. BOX 2398, SUNYANI","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/RT/V.5/2016/09","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","30th November, 2016","Ghana Cedi","Gh¢4200000.00","SPENSHELL COMPANY LIMITED","","P.O. BOX 1107 ACCRA-NORTH","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/AR/P5/2016/01","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","31st August, 2017","Ghana Cedi","Gh¢11790100.71","OUSMAN INUSAH VENTURES LIMITED","","P.O.BOX AS 558 ASAWASI-KUMASI","","-"
"Ghana Cocoa Board","COCOBOD/DUR/HO/PM/PR/AS/P6/2016/03","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","31st August, 2017","Ghana Cedi","Gh¢9975922.40","ACHWEK LIMITED","","P.O.BOX KN 3629 ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/CONST./ASH/2016","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","30th May, 2016","Ghana Cedi","Gh¢14271209.29","ATTACHY CONSTRUCTION LTD","","P.O.BOX 581 KUMASI-GHANA","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/RT/V.5/2016/07","-","Single Sourced","1","","ETC/PPA","-","30th August, 2016","30th November, 2016","Ghana Cedi","Gh¢1080000.00","CAILS COMPANY LIMITED","","P.O.BOX 11072 ACCRA-NORTH","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/RT/V.5/2016/09","-","Single Sourced","1","","Entity Tender Committee","-","30th August, 2016","30th November, 2016","Ghana Cedi","Gh¢4200000.00","SPENSHELL COMPANY LIMITED","","P.O. BOX 1107 ACCRA-NORTH","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/RT/V.5/2016/07","-","Single Sourced","1","","Entity Tender Committee","-","30th August, 2016","30th November, 2016","Ghana Cedi","Gh¢1080000.00","GAILS COMPANY LIMITED","","P.O. BOX 11072, ACCRA-NORTH","","-"
"Ghana Cocoa Board","GCB/HO/PU/RT/V.1/2016/12","-","Single Sourced","1","","ETC/PPA","-","01st September, 2016","02nd December, 2016","Ghana Cedi","Gh¢435572.50","DPI PRINT LIMITED","","ACCRA","","-"
"Ghana Cocoa Board","GCB/HO/PU/RT/V.1/2016/12","-","Single Sourced","1","","ETC/PPA","-","01st September, 2016","02nd December, 2016","Ghana Cedi","Gh¢435572.50","DPI PRINT LIMITED","","ACCRA","","-"
"Ghana Cocoa Board","BA/RHDBA/GD/0001/2016","NCT","Single Sourced","5,9,15,22,34,91,98,115,131,152,162,175,187,208","VARIOUS","ETC/PPA","-","09th February, 2016","01st February, 2017","Ghana Cedi","Gh¢252980.00","BAFIN LIMITED","","P.O. BOX MP 2859, MAMPROBI-ACCRA","","-"
"La Dade-Kotopon Municipal Assembly","GR/LaDMA/RT/WKS/011/16","-","Single Sourced","1","","Central Tender Review Committee","-","15th July, 2016","31st January, 2018","Ghana Cedi","Gh¢5445000.00","China Railway Construction Eng. Group Limited","","","","-"
"Ghana Cocoa Board","GCB/HO/PU/RT/V.5/201/13","-","Single Sourced","1","","ETC/PPA","-","02nd September, 2016","02nd January, 2017","Ghana Cedi","Gh¢252980.00","BAFIN LIMITED","","P.O. BOX MP 2859, MAMPROBI-ACCRA","","-"
"Ghana Cocoa Board","GCB/PU/HO/NCT/V.1/2016/02","-","Single Sourced","1","","ETC/PPA","-","02nd September, 2016","02nd October, 2016","Ghana Cedi","Gh¢148000.00","STELIN AUTOMOTIVE & TRADING COMPANY LTD","","P.O. BOX AN 19941, ACCRA","","-"
"Ghana Cocoa Board","GHS/NR/RHD/NCT/2016/B.2.2/01","NCT","Single Sourced","VARIOUS","Supply of Essential Medicines - Various","ETC/PPA","-","08th October, 2016","11th October, 2016","Ghana Cedi","Gh¢549736.09","1st African Page Limited","","P.O. Box Bc 232 Burma Camp","","-"
"Ghana Cocoa Board","GCB/HO/PU/QCC/RT/V.5/2016/06","-","Single Sourced","1","","ETC/PPA","-","10th August, 2016","10th November, 2016","Ghana Cedi","Gh¢549736.09","1st African Page Limited","","P.O. Box Bc 232 Burma Camp","","-"
"Judicial Service","PU/17/16","-","Single Sourced","1","","Entity Tender Committee","-","01st June, 2016","31st August, 2016","Ghana Cedi","Gh¢78750.00","Kingjojo Company Limited","","P. O. Box 199 Accra","","-"
"National Development Planning Commission","DP/143/174/06/27","-","Single Sourced","1","","HEAD OF ENTITY","-","25th July, 2016","26th August, 2016","Ghana Cedi","Gh¢13982.50","Sedyprint","","P. O. Box DS 792 Accra","","-"
"Ministry of Trade and Industry","GR/PROC/SRI SCR/001/2016","-","Single Sourced","1","","Entity Tender Committee","-","16th June, 2016","-","Ghana Cedi","Gh¢52169.07","CC AND PARTNERSHIP","","P.O. BOX OS1993 ACCRA (0302777985)","","-"
"Ministry of Trade and Industry","MOTI/TA/12/2015","-","Single Sourced","1","","Central Tender Review Committee","-","05th August, 2016","-","Ghana Cedi","Gh¢952623.50","PRICE WATER HOUSE COOPERS (GH) LTD","","PMB CT 42 ACCRA +233 302761500","","-"
"Ministry of Trade and Industry","MOTI/TA/12/2015","-","Single Sourced","1","","Central Tender Review Committee","-","05th August, 2016","05th November, 2016","Ghana Cedi","Gh¢952623.50","PRICE WATER HOUSE COOPERS (GH) LTD","","PMB CT 42 ACCRA +233 302761500","","-"
"Ministry of Trade and Industry","GR/MOTI/WKS/002/2016","-","Single Sourced","1","","Ministerial Tender Review Committee","-","24th February, 2016","04th April, 2016","Ghana Cedi","Gh¢230996.54","Jasoung Limited","","P. O. Box 2024 Accra","","-"
"Internal Audit Agency","GR/IAA/TS/01/2016","-","Single Sourced","1","","ETC/PPA","-","14th September, 2016","19th July, 2016","Ghana Cedi","Gh¢40000.00","CLEXACO CATERING SERVICES","","POST OFFICE BOX OS 1060 OSU ACCRA","","-"
"Ministry of Energy and Petroleum","GR/MIE/GD/0009/2012","-","Single Sourced","1","","PPA/CTRC","-","16th August, 2012","-","USA Dollar","$9991400.00","PTL Solar Ghana Limited","","P. O. Box CT5410, Cantonment, Accra","","-"
"Internal Audit Agency","GR/IAA/TS/02/2016","-","Single Sourced","1","","ETC/PPA","-","14th July, 2016","19th July, 2016","Ghana Cedi","Gh¢13440.00","CLEXACO CATERING SERVICES","","POST OFFICE BOX OS 1060 OSU ACCRA","","-"
"Internal Audit Agency","GR/IAA/GD/5/2016","-","Single Sourced","1","","ETC/PPA","-","14th July, 2016","20th July, 2016","Ghana Cedi","Gh¢58272.90","IN HIS OWN TIME VENTURES","","POST OFFICE BOX AN 12954 ACCRA NORTH","","-"
"Ghana Cocoa Board","VR/GHS/KSMH/2015/NCT/B.2.2","NCT","Single Sourced","","Non-Medicine Consumable - Various","ETC/PPA","-","10th March, 2016","10th March, 2019","Ghana Cedi","Gh¢61691342.87","ACHWEK LIMITED","","P.O.BOX KN 3629 ACCRA","","-"
"Ghana Cocoa Board","VR/GHS/KSMH/2015/NCT/B.2.2","NCT","Single Sourced","","Non-Medicine Consumable - Various","ETC/PPA","-","10th March, 2016","10th March, 2019","Ghana Cedi","Gh¢61691342.87","ACHWEK LIMITED","","P.O.BOX KN 3629 ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P7/2016/09","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢13000747.22","EAGLE NOIR ENTERPRISE LIMITED","","P.O. BOX NM 157, NIMA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P7/2016/01","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢6342518.80","GHAMINI ENTERPRISE LIMITED","","P.O. BOX 494, TRADE FAIR- ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P7/2016/05","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢10099979.94","AMOH PREMPEH COMPANY LIMITED","","P.O.BOX 1401, SUNYANI","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/P.REC/UPG/ER/2016","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢61691342.87","ACHWEK LIMITED","","P.O.BOX KN 3629 ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/UPG/CR/2016","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2018","Ghana Cedi","Gh¢52477951.71","KNAPO CONSTRUCTION LIMITED","","P.O.BOX KS 9443 KUMASI","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/UPG/CR/2016","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2018","Ghana Cedi","Gh¢52477951.71","KNAPO CONSTRUCTION LIMITED","","P.O.BOX KS 9443 KUMASI","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/UPG/CR/2016","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2018","Ghana Cedi","Gh¢52477951.71","KNAPO CONSTRUCTION LIMITED","","P.O.BOX KS 9443 KUMASI","","-"
"Ghana Cocoa Board","COCOBOD/DUR/HO/PM/REH/BA/P6/2016/05","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢16703169.68","ALEXIBOAM COMPANY LIMITED","","P.O. BOX 12 NTOTROSO","","-"
"Ghana Cocoa Board","COCOBOD/DUR/HO/PM/PR/BA/P6/2016/04","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢22982868.20","SAMES COMPANY LIMITED","","P.O. BOX 2398, SUNYANI","","-"
"Ghana Cocoa Board","COCOBOD/GHA/HO/REH/NA/VR/2016","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢50751248.32","FIRST SKY LIMITED","","PMB CO 150, TEMA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P7/2016/07","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd October, 2017","Ghana Cedi","Gh¢11006981.00","CHUKATEL GHANA LIMITED","","P.O. BOX CT 3050 CANTONMENTS-ACCRA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/WR/P5/2016/05","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd January, 2018","Ghana Cedi","Gh¢18371220.84","KINGSPOK COMPANY LIMITED","","P.O.BOX 982  TAKORADI","","-"
"Ghana Cocoa Board","GR/NPA/GD/0001/2016","NCT","Single Sourced","1, 2","Lot 1: 4.5L Cross Country Vehicle  Lot 2: 3.0L Pick-UP Vehicle   Lot 3: 1.8L Saloon Vehicle","PPA/CTRC","-","07th October, 2016","09th December, 2016","Ghana Cedi","Gh¢8764165.98","Seaweld Engineering LTD","","No.5 Cape Coast Road Takoradi - Ghana","","-"
"Ghana Cocoa Board","GR/NPA/GD/0001/2016","NCT","Single Sourced","3","Lot 1: 4.5L Cross Country Vehicle  Lot 2: 3.0L Pick-UP Vehicle   Lot 3: 1.8L Saloon Vehicle","ETC/PPA","-","10th April, 2016","01st April, 2017","Ghana Cedi","Gh¢66675.00","PATISA ENTERPRISE","","P.O. BOX 18331 ACCRA-GHANA","","-"
"Ghana Cocoa Board","IFT NO.FC/NCT/GR/05/2014","NCT","Single Sourced","","","ETC/PPA","-","10th April, 2016","01st April, 2017","Ghana Cedi","Gh¢66675.00","PATISA ENTERPRISE","","P.O. BOX 18331 ACCRA-GHANA","","-"
"Ghana Cocoa Board","COCOBOD/FR/HO/PM/P7/2016/02","-","Single Sourced","1","","ETC/PPA","-","10th October, 2016","10th October, 2017","Ghana Cedi","Gh¢8203175.30","ZAMBANG COMPANY LIMITED","","P.O. BOX ST 436 STADIUM-ACCRA","","-"
"Ghana Cocoa Board","GCB/HO/CC/PU/RT/V.5/2016/17","-","Single Sourced","1","","ETC/PPA","-","05th October, 2016","05th February, 2017","Ghana Cedi","Gh¢91179.15","J-PROMPT SERVICES LIMITED","","P.O. BOX AN 8359 ACCRA-NORTH","","-"
"Ghana Cocoa Board","GCB/PU/CC/NCT/V.1/2016/01","-","Single Sourced","1","","Entity Tender Committee","-","26th September, 2016","26th January, 2017","Ghana Cedi","Gh¢210600.00","OSEIBIO MEDITECH SOLUTIONS","","P.O. OS 40778, ACCRA","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/RT/V.5/2016/19","-","Single Sourced","1","","ETC/PPA","-","26th September, 2016","26th February, 2017","Ghana Cedi","Gh¢17190402.33","ALIVE INDUSTRIES LIMITED","","P.O.BOX OS 2483, OSU, ACCRA","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/SPD/RT/V.5/2016/19","-","Single Sourced","1","","ETC/PPA","-","26th September, 2016","26th February, 2017","Ghana Cedi","Gh¢3831188.00","ALU AFRICA LIMITED","","P.O. BOX TM 114, TEMA","","-"
"Ghana Cocoa Board","GCB/PU/SPD/RT/V.5/2016/22","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd December, 2016","Ghana Cedi","Gh¢230400.00","Kurama Company Limited","","P.O Box KN 2392","","-"
"Ghana Cocoa Board","GCB/PU/CRIG/CHED/SPD/RT/V.5/2016/21","-","Single Sourced","1","","ETC/PPA","-","03rd October, 2016","03rd January, 2017","Ghana Cedi","Gh¢52710.00","TUKWAD ENTERPRISE","","P.O. BOX AN 10498, ACCRA","","-"
"Ghana Cocoa Board","GCB/PU/CRIG/CHED/SPD/RT/V.5/2016/21","-","Single Sourced","1","","ETC/PPA","-","04th October, 2016","04th January, 2016","Ghana Cedi","Gh¢66675.00","PATISA ENTERPRISE","","P.O. BOX 18331 ACCRA-GHANA","","-"
"Ghana Cocoa Board","GCB/HO/PU/CHED/SPD/RT/V.5/2016/19","-","Single Sourced","1","","ETC/PPA","-","26th September, 2016","26th January, 2017","Ghana Cedi","Gh¢3831188.00","ALU AFRICA LIMITED","","P.O. BOX TM 114, TEMA","","-"
"Ghana Cocoa Board","GCB/HO/PU/SPD/RT/V.5/2016/19","-","Single Sourced","1","","ETC/PPA","-","26th September, 2016","26th January, 2017","Ghana Cedi","Gh¢3831188.00","ALU AFRICA LIMITED","","P.O. BOX TM 114, TEMA","","-"
"Ghana Cocoa Board","GCB/PU/CC/CRIG/RT/V.5/2016/15","-","Single Sourced","1","","ETC/PPA","-","13th October, 2016","13th December, 2016","Ghana Cedi","Gh¢203419.59","IPMC","","P. O. Box AN7617 Accra-North Accra","","-"
"Ministry of Education","GOG/MOT/VLTP/RT/2016/002","-","Single Sourced","1","","Central Tender Review Committee","-","07th October, 2016","09th December, 2016","Ghana Cedi","Gh¢8764165.98","Seaweld Engineering LTD","","No.5 Cape Coast Road Takoradi - Ghana","","-"
"Ministry of Transport","GOG/MOT/VLTP/RT/2016/002","-","Single Sourced","1","","PPA/CTRC","-","07th October, 2016","09th December, 2016","Ghana Cedi","Gh¢8764165.98","Seaweld Engineering LTD","","No.5 Cape Coast Road Takoradi - Ghana","","-"
